League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,Ben Hamer,Goalkeeper,4,0,3,30,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,1,0.3333,,,,,,,,,,,,,,,,,
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,Harvey Barnes,Midfielder,3,0,0,6,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,Eldin Jakupovic,Goalkeeper,2,0,2,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,Yohan Benalouane,Defender,1,0,1,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,Ahmed Musa,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,Sam Hughes,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,Layton Ndukwu,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Leicester City,2017/18,Premier League|Leicester City|2017/18,George Thomas,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,,,,38,,,,,,Team,,,,,,,,,,,24,5,2,1,-,-,6,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Ayoze Perez,Forward,36,8,28,10,8,13,1,Player,1,7,2,4,4,4,8,-,-,-,5,2,1,-,-,-,-,-,2495,312,,,,,,,,3,1,2,1,2,2495,831.67,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Matt Ritchie,Midfielder,35,3,32,6,3,11,0,Player,-,3,1,3,3,-,1,2,-,-,2,-,1,-,-,-,-,-,,,,,,,,,,6,1,5,1,5,2812,468.67,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,DeAndre Yedlin,Defender,34,0,31,4,3,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,2,3,2842,568.4,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Dwight Gayle,Forward,34,6,23,13,11,15,0,Player,5,1,4,1,2,4,3,2,1,-,5,1,-,-,-,-,-,-,,,,,,,,,,3,-,3,1,2,1937,645.67,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Jamaal Lascelles,Defender,33,3,32,2,1,1,0,Player,-,3,2,3,2,1,-,-,3,-,-,-,-,-,-,-,3,-,,,,,,,,,,5,3,2,2,3,2928,585.6,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Mohamed Diame,Midfielder,31,2,23,14,8,9,0,Player,1,1,1,-,-,2,2,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,3,-,3,1,2,2041,680.33,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Jonjo Shelvey,Midfielder,30,1,25,8,5,3,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,2,1,3,-,2310,770,2,1,1,-,2,2,-,2310,1155
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Joselu,Forward,30,4,19,15,11,15,0,Player,3,1,2,2,4,-,3,1,-,-,4,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,1717,858.5,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Christian Atsu,Midfielder,28,2,19,9,9,7,0,Player,1,1,1,-,1,1,-,2,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,1783,1783,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Isaac Hayden,Defender,26,1,15,19,11,7,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,7,4,3,2,5,1371,195.86,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Jacob Murphy,Midfielder,25,1,13,23,12,7,0,Player,-,1,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Florian Lejeune,Defender,24,0,24,4,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,-,2104,701.33,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Mikel Merino,Midfielder,24,1,14,17,10,6,0,Player,-,1,1,1,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,4,-,4,4,-,1343,335.75,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Javi Manquillo,Defender,21,0,20,18,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1759,879.5,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Ciaran Clark,Defender,20,2,19,15,1,0,0,Player,-,2,-,1,1,1,-,-,2,-,-,1,-,-,-,-,1,-,,,,,,,,,,3,1,2,1,2,1745,581.67,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Paul Dummett,Defender,20,0,19,3,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,1603,1603,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Robert Elliot,Goalkeeper,16,0,16,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,3,0.1875,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Kenedy,Midfielder,13,2,13,4,0,7,0,Player,2,-,1,-,2,-,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,1030,1030,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Martin Dubravka,Goalkeeper,12,0,12,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,0.3333,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Karl Darlow,Goalkeeper,10,0,10,25,0,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Chancel Mbemba,Defender,9,0,7,5,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Aleksandar Mitrovic,Forward,6,1,0,10,6,0,0,Player,-,1,-,1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Rolando Aarons,Midfielder,4,0,1,10,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Jesus Gamez,Defender,2,0,1,10,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Henri Saivet,Forward,1,1,1,3,0,1,0,Player,1,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Massadio Haidara,Defender,1,0,0,7,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Newcastle United,2017/18,Premier League|Newcastle United|2017/18,Freddie Woodman,Goalkeeper,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,,,,44,,,,,,Team,,,,,,,,,,,23,6,1,1,-,8,5,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Luka Milivojevic,Midfielder,36,10,35,2,1,3,0,Player,2,8,3,5,4,6,10,-,-,-,1,-,-,1,-,7,1,-,3082,308,,,,,,,,8,4,4,5,3,3082,385.25,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Andros Townsend,Midfielder,36,2,35,2,1,8,0,Player,1,1,1,-,2,-,-,2,-,-,2,-,-,-,-,-,-,-,,,7,16,Christian Benteke,2,,,,3,1,2,1,2,3133,1044.33,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,James McArthur,Midfielder,33,5,27,8,6,9,0,Player,2,3,1,1,3,2,2,3,-,-,5,-,-,-,-,-,-,-,,,,,,,,,,5,1,4,4,1,2434,486.8,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Yohan Cabaye,Midfielder,31,0,28,5,3,15,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,5,4,3,2388,341.14,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Christian Benteke,Forward,31,3,24,7,7,3,0,Player,2,1,2,1,1,2,1,-,2,-,-,2,-,-,-,1,-,-,,,,,,,,,,5,2,3,2,3,2236,447.2,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Wilfred Zaha,Forward,29,9,28,1,1,2,0,Player,6,3,3,2,7,2,7,1,1,-,6,2,-,-,-,-,1,-,2550,283,,,,,,,,5,2,3,3,2,2550,510,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,James Tomkins,Defender,28,3,27,7,1,2,0,Player,2,1,1,1,2,1,1,1,1,-,-,-,-,-,-,-,3,-,,,,,,,,,,8,2,6,3,5,2388,298.5,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Wayne Hennessey,Goalkeeper,27,0,27,9,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,7,0.2593,,1,-,1,1,-,2430,2430,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Patrick van Aanholt,Defender,27,5,25,11,2,4,0,Player,-,5,-,3,3,2,2,3,-,-,4,-,1,-,-,-,-,-,,,,,,,,,,7,2,5,2,5,2180,311.43,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Ruben Loftus-Cheek,Midfielder,24,2,21,3,3,4,0,Player,-,2,-,-,2,-,2,-,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,1875,1875,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Jeffrey Schlupp,Forward,24,0,21,6,3,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,-,3,1748,582.67,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Timothy Fosu-Mensah,Defender,21,0,17,13,4,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,1594,797,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Joel Ward,Defender,19,0,19,4,0,3,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,2,1616,404,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Mamadou Sakho,Defender,19,1,18,3,1,1,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,1600,1600,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Scott Dann,Defender,17,1,16,3,1,1,0,Player,1,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,4,1,3,4,-,1435,358.75,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Bakary Sako,Midfielder,16,3,4,16,12,2,0,Player,1,2,1,2,2,1,1,2,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Martin Kelly,Defender,15,0,12,16,3,2,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,1194,1194,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Jairo Riedewald,Defender,12,0,4,25,8,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Julian Speroni,Goalkeeper,11,0,11,18,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,0.1818,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Jason Puncheon,Midfielder,10,0,6,13,4,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,4,1,570,114,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Aaron Wan-Bissaka,Forward,7,0,7,7,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,628,628,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Chung-Yong Lee,Midfielder,7,0,1,24,6,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Alexander Sorloth,Forward,4,0,4,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Damien Delaney,Defender,2,0,1,8,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Pape Souare,Defender,1,0,0,17,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Freddie Ladapo,Forward,1,0,0,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Levi Lumeka,Forward,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Sullay Kaikai,Forward,1,0,0,6,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,James Daly,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Keshi Anderson,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Jordan Mutch,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Jaroslaw Jach,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Erdal Rakip,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Jason Lokilo,Forward,0,0,0,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Dion Henry,Goalkeeper,0,0,0,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Nya Kirby,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Crystal Palace,2017/18,Premier League|Crystal Palace|2017/18,Diego Cavalieri,Goalkeeper,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,,,,45,,,,,,Team,,,,,,,,,,,24,4,6,1,-,3,7,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Asmir Begovic,Goalkeeper,38,0,38,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,6,0.1579,,2,1,1,-,2,3420,1710,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Nathan Ake,Defender,38,2,37,1,1,1,0,Player,-,2,-,1,1,1,1,1,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,5,3,2,4,1,3353,670.6,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Charlie Daniels,Defender,35,1,34,2,1,4,0,Player,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Steve Cook,Defender,34,2,31,6,3,2,0,Player,1,1,1,1,-,2,-,-,2,-,-,-,-,-,-,-,2,-,,,,,,,,,,5,2,3,4,1,2766,553.2,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Joshua King,Forward,33,8,27,6,6,9,0,Player,3,5,2,2,3,5,6,2,-,-,4,-,-,-,-,2,2,-,2456,307,,,,,,,,3,-,3,2,1,2456,818.67,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Simon Francis,Defender,32,0,31,1,1,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,6,5,4,2703,300.33,1,-,1,1,-,1,-,2703,2703
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Jordan Ibe,Midfielder,32,2,22,13,10,14,0,Player,-,2,-,1,2,-,2,-,-,-,2,-,-,-,-,-,-,-,,,6,13,Callum Wilson,2,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Lewis Cook,Midfielder,29,0,25,9,4,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,2,3,2238,447.6,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Callum Wilson,Forward,28,8,23,6,5,14,0,Player,2,6,2,4,5,3,4,2,1,1,4,1,2,-,-,-,1,-,1990,249,,,,,,,1,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Dan Gosling,Midfielder,28,2,21,17,7,2,0,Player,1,1,-,1,2,-,1,1,-,-,1,-,1,-,-,-,-,-,,,,,,,,,,8,3,5,4,4,1942,242.75,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Adam Smith,Defender,27,1,22,6,5,2,0,Player,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,6,3,3,4,2,2068,344.67,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Ryan Fraser,Midfielder,26,5,23,12,3,7,0,Player,3,2,4,2,4,1,4,1,-,-,3,1,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Andrew Surman,Midfielder,25,2,20,16,5,1,0,Player,1,1,1,-,1,1,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,1852,926,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Jermain Defoe,Forward,24,4,11,15,13,9,0,Player,2,2,1,3,1,3,4,-,-,-,2,-,1,-,-,-,1,-,,,,,,,,,,1,1,-,1,-,1084,1084,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Lys Mousset,Midfielder,23,2,4,28,19,4,0,Player,-,2,-,1,2,-,1,-,1,-,1,-,1,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,580,580,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Marc Pugh,Midfielder,20,0,11,20,9,7,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,-,984,492,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Junior Stanislas,Midfielder,19,5,17,2,2,12,0,Player,3,2,1,1,2,3,4,1,-,-,1,2,-,1,-,1,-,-,,,,,,,,,,1,-,1,-,1,1295,1295,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Benik Afobe,Forward,17,0,5,16,12,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Harry Arter,Midfielder,13,1,11,13,2,4,0,Player,-,1,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,1,3,2,2,962,240.5,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Tyrone Mings,Defender,4,0,3,5,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,202,202,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Jack Simpson,Defender,1,0,1,16,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Emerson Hyndman,Midfielder,1,0,1,2,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Matt Butcher,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Aaron Ramsdale,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Kyle Taylor,Midfielder,0,0,0,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Brad Smith,Defender,0,0,0,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Baily Cargill,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Connor Mahoney,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,AFC Bournemouth,2017/18,Premier League|AFC Bournemouth|2017/18,Artur Boruc,Goalkeeper,0,0,0,37,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,,,,48,,,,,,Team,,,,,,,,,,,29,7,1,2,-,2,7,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Pablo Zabaleta,Defender,37,0,37,0,0,2,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,4,2,7,3291,365.67,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Aaron Cresswell,Defender,36,1,35,2,1,5,0,Player,1,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,,,7,15,Andy Carroll,2,,,,7,2,5,3,4,3073,439,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Cheikhou Kouyate,Midfielder,33,2,32,1,1,5,0,Player,1,1,-,2,2,-,-,-,1,1,-,1,-,-,-,-,1,-,,,,,,,,,,5,-,5,3,2,2803,560.6,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Angelo Obinze Ogbonna,Defender,32,1,32,5,0,0,0,Player,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,3,-,3,1,2,2880,960,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Marko Arnautovic,Midfielder,31,11,28,4,3,13,0,Player,4,7,2,3,6,5,6,5,-,-,8,2,-,-,-,-,1,-,2380,216,,,,,,,,5,3,2,1,4,2323,464.6,1,1,-,1,-,-,1,2437,2437
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Andre Ayew,Forward,30,3,19,15,11,8,0,Player,1,2,-,2,2,1,1,2,-,-,1,-,-,-,-,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,
