Player Name,Accurate Long Balls,Aerial Battles Lost,Aerial Battles Won,Appearances,Assists,Attack,Big Chances Created,Big Chances Missed,Blocked Shots,Catches,Clean Sheets,Clearances,Clearances Off Line,Club,Cross Accuracy %,Crosses,Defence,Discipline,Duels Lost,Duels Won,Errors Leading To Goal,Fouls,Goal Kicks,Goalkeeping,Goals,Goals Conceded,Goals From Freekick,Goals Per Match,Goals With Header,Goals With Left Foot,Goals With Right Foot,Headed Clearance,High Claims,Hit Woodwork,Interceptions,Last Man Tackles,Losses,Offsides,Own Goals,Passes,Passes Per Match,Penalties Saved,Penalties Scored,Position,Punches,Recoveries,Red Cards,Saves,Shooting Accuracy %,Shots,Shots On Target,Successful 50/50s,Sweeper Clearances,Tackle Success %,Tackles,Team Play,Through Balls,Throw Outs,Wins,Yellow Cards
Will Miller,0,0,0,0,0,,0,0,0,0,0,0,0,Burton Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Jonathan Williams,1,5,1,12,0,,1,0,1,0,0,6,0,Sunderland,6,16,,,22,25,0,2,,0,0,0,0,12,0,0,0,1,0,0,3,0,7,0,0,107,8.92,0,0,Midfielder,0,23,0,0,33,6,2,7,0,63,8,,0,0,3,0
Willian,303,103,30,135,14,,21,6,55,0,0,27,0,Chelsea,26,577,,,561,600,1,93,,0,19,0,3,0.14,0,3,16,10,0,7,57,0,22,13,0,4795,35.52,0,0,Midfielder,0,542,1,0,33,213,71,248,0,74,151,,26,0,81,14
Jack Wilshere,325,52,43,146,14,,27,11,37,0,0,48,0,Arsenal,18,234,,,683,769,1,146,,0,7,0,0,0.05,1,4,2,8,0,10,137,0,41,9,0,6394,43.79,0,0,Midfielder,0,776,2,0,36,123,44,278,0,75,194,,146,0,70,28
Callum Wilson,,0,0,33,0,,2,2,13,0,0,2,0,AFC Bournemouth,,14,,,,,0,42,,0,11,0,0,0.33,2,0,9,2,0,3,6,0,17,22,0,322,9.76,0,4,Forward,0,,0,0,42,48,20,0,0,,11,,0,0,9,0
Kevin Wimmer,69,15,19,17,0,,0,0,0,0,4,70,1,Stoke City,1,1,,,39,34,0,17,,0,0,14,0,0,0,0,0,36,0,0,27,0,3,0,1,857,50.41,0,0,Defender,0,61,0,0,,0,0,1,0,60,10,,0,0,9,6
Harry Winks,26,4,2,24,1,,1,0,2,0,0,9,0,Tottenham Hotspur,7,7,,,28,35,0,10,,0,1,0,0,0.04,0,0,1,4,0,0,6,0,3,0,0,383,15.96,0,0,Midfielder,0,36,0,0,33,6,2,12,0,82,11,,1,0,16,1
Chris Wood,,0,0,13,0,,0,1,0,0,0,5,0,Burnley,,0,,,,,0,7,,0,3,0,0,0.23,0,0,3,4,0,0,0,0,5,10,0,102,7.85,0,0,Forward,0,,0,0,36,11,4,0,0,,3,,0,0,2,0
Ben Woodburn,0,3,1,5,0,,0,0,2,0,0,0,0,Liverpool,20,5,,,12,7,0,2,,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,32,6.4,0,0,Midfielder,0,6,0,0,2,2,0,1,0,75,4,,0,0,4,0
Freddie Woodman,0,0,0,0,0,0,0,0,0,0,0,,0,Newcastle United,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Granit Xhaka,206,29,33,37,4,,3,0,11,0,0,37,0,Arsenal,24,42,,,148,164,3,43,,0,2,0,0,0.05,0,2,0,21,0,0,46,0,9,1,0,2727,73.7,0,0,Midfielder,0,256,2,0,27,44,12,23,0,70,84,,17,0,22,6
Claudio Yacob,262,162,184,146,1,,2,2,11,0,0,299,0,West Bromwich Albion,29,14,,,695,826,1,230,,0,1,0,0,0.01,1,0,0,132,0,1,304,0,53,1,0,4782,32.75,0,0,Midfielder,0,762,1,0,17,54,9,28,0,75,484,,1,0,47,37
Yaya Touré,939,241,215,220,30,,43,18,113,0,0,204,0,Manchester City,18,112,,,1055,992,1,241,,0,62,0,4,0.28,2,17,43,110,0,8,185,0,41,10,0,15328,69.67,0,11,Midfielder,0,1143,0,0,34,445,150,301,0,73,309,,170,0,142,33
DeAndre Yedlin,22,31,25,25,1,,2,0,0,0,6,93,1,Newcastle United,16,44,,,90,103,0,23,,0,0,27,0,0,0,0,0,33,0,0,27,0,9,0,0,542,21.68,0,0,Defender,0,85,0,0,,0,0,22,0,74,43,,0,0,7,2
Maya Yoshida,313,159,280,109,1,,0,0,10,0,30,605,1,Southampton,19,37,,,289,498,6,69,,0,4,131,0,0,1,1,1,246,0,0,216,7,39,1,0,4602,42.22,0,0,Defender,0,556,0,0,,0,0,10,0,73,148,,8,0,38,7
Ashley Young,446,123,93,298,63,,41,22,142,0,0,224,0,Manchester United,22,2307,,,1469,1341,0,318,,0,44,0,5,0.15,0,1,43,50,0,15,315,0,73,96,0,8112,27.22,0,5,Midfielder,0,1116,1,0,33,503,165,267,0,75,415,,102,0,138,50
Pablo Zabaleta,337,264,327,235,19,,27,0,48,0,74,753,3,West Ham United,17,517,,,1042,1423,0,301,,0,9,219,0,0,1,1,7,341,0,5,490,3,54,18,1,9632,40.99,0,0,Defender,0,972,4,0,,0,0,64,0,74,805,,21,0,135,57
Wilfried Zaha,49,75,40,115,13,,18,14,41,0,0,28,0,Crystal Palace,21,358,,,972,888,0,147,,0,13,0,0,0.11,0,2,11,6,0,4,88,0,56,25,0,1820,15.83,0,0,Midfielder,0,591,0,0,36,135,48,394,0,79,183,,10,0,34,15
Zanka,7,13,14,5,0,,0,0,0,0,3,33,0,Huddersfield Town,0,0,,,22,19,0,5,,0,0,3,0,0,0,0,0,22,0,0,8,0,1,0,0,186,37.2,0,0,Defender,0,9,0,0,,0,0,0,0,40,5,,0,0,2,1
Davide Zappacosta,0,0,0,1,0,,0,0,0,0,0,0,0,Chelsea,1,1,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,Defender,0,2,0,0,,0,0,0,0,0,0,,0,0,1,0
Mauro Zárate,,0,0,43,2,,1,2,24,0,0,10,0,Watford,,111,,,,,0,37,,0,9,0,2,0.21,0,3,6,0,0,2,14,0,15,9,0,665,15.47,0,0,Forward,0,,0,0,37,73,27,0,0,,42,,0,0,13,4
Marvin Zeegelaar,0,0,0,0,0,,0,0,0,0,0,0,0,Watford,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Oleksandr Zinchenko,0,0,0,0,0,,0,0,0,0,0,0,0,Manchester City,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Kurt Zouma,79,47,110,52,2,,2,0,3,0,13,217,0,Stoke City,10,10,,,85,203,1,19,,0,1,42,0,0,1,0,0,107,0,1,51,2,11,2,0,1306,25.12,0,0,Defender,0,141,0,0,,0,0,18,0,71,63,,0,0,26,0
