Player Name,Accurate Long Balls,Aerial Battles Lost,Aerial Battles Won,Appearances,Assists,Attack,Big Chances Created,Big Chances Missed,Blocked Shots,Catches,Clean Sheets,Clearances,Clearances Off Line,Club,Cross Accuracy %,Crosses,Defence,Discipline,Duels Lost,Duels Won,Errors Leading To Goal,Fouls,Goal Kicks,Goalkeeping,Goals,Goals Conceded,Goals From Freekick,Goals Per Match,Goals With Header,Goals With Left Foot,Goals With Right Foot,Headed Clearance,High Claims,Hit Woodwork,Interceptions,Last Man Tackles,Losses,Offsides,Own Goals,Passes,Passes Per Match,Penalties Saved,Penalties Scored,Position,Punches,Recoveries,Red Cards,Saves,Shooting Accuracy %,Shots,Shots On Target,Successful 50/50s,Sweeper Clearances,Tackle Success %,Tackles,Team Play,Through Balls,Throw Outs,Wins,Yellow Cards
Moha,0,0,0,0,0,,0,0,0,0,0,0,0,Stoke,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Jayson Molumby,0,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Nacho Monreal,141,206,246,139,8,,9,0,10,0,50,438,2,Arsenal,16,269,,,514,698,0,105,,0,1,129,0,0,0,1,0,220,0,1,343,0,26,13,0,6320,45.47,0,0,Defender,0,755,0,0,,0,0,45,0,72,295,,7,0,87,13
Elliott Moore,0,0,0,0,0,,0,0,0,0,0,0,0,Leicester City U21,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Aaron Mooy,16,2,1,5,1,,1,0,2,0,0,11,0,Huddersfield Town,26,39,,,16,28,0,1,,0,1,0,0,0.2,0,0,1,2,0,0,4,0,1,0,0,318,63.6,0,0,Midfielder,0,35,0,0,40,5,2,4,0,47,19,,0,0,2,0
Álvaro Morata,,0,0,5,2,,1,2,8,0,0,4,0,Chelsea,,5,,,,,0,5,,0,3,0,0,0.6,3,0,0,4,0,0,0,0,1,4,0,79,15.8,0,0,Forward,0,,0,0,31,16,5,0,0,,1,,0,0,3,1
Alberto Moreno,144,37,32,75,5,,4,0,21,0,14,118,0,Liverpool,24,218,,,225,296,2,68,,0,3,84,0,0,0,3,0,33,0,2,100,2,23,10,0,2632,35.09,0,0,Defender,0,265,0,0,,0,0,35,0,76,163,,2,0,33,10
Wes Morgan,137,201,308,107,2,,1,0,16,0,30,646,1,Leicester City,33,6,,,319,517,2,82,,0,5,142,0,0,3,1,1,388,0,0,247,2,38,2,2,2497,23.34,0,0,Defender,0,400,1,0,,0,0,32,0,70,141,,2,0,42,9
James Morrison,550,185,94,310,32,,22,17,95,0,0,201,0,West Bromwich Albion,27,491,,,1163,980,0,165,,0,32,0,0,0.1,10,3,18,57,0,4,361,0,142,20,0,9034,29.14,0,2,Midfielder,0,1216,1,0,32,391,125,228,0,73,483,,87,0,84,23
Victor Moses,117,175,93,194,15,,22,21,84,0,0,84,0,Chelsea,20,500,,,948,843,0,155,,0,17,0,0,0.09,3,3,11,45,0,8,140,0,58,45,0,3860,19.9,0,1,Midfielder,0,683,0,0,28,294,83,326,0,76,189,,18,0,89,14
Steve Mounie,,0,0,4,0,,0,1,0,0,0,10,0,Huddersfield Town,,0,,,,,0,4,,0,2,0,0,0.5,1,0,1,8,0,0,1,0,1,7,0,95,23.75,0,0,Forward,0,,0,0,56,9,5,0,0,,4,,0,0,2,2
Lys Mousset,,0,0,14,0,,0,2,3,0,0,6,0,AFC Bournemouth,,5,,,,,0,7,,0,0,0,0,14,0,0,0,5,0,0,0,0,8,1,0,70,5,0,0,Forward,0,,0,0,33,12,4,0,0,,4,,0,0,4,0
Erwin Mulder,0,0,0,0,0,0,0,0,0,0,0,,0,Swansea City,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Marc Muniesa,82,72,67,57,0,,0,0,3,0,9,197,0,Stoke,14,51,,,210,251,0,42,,0,1,60,0,0,0,1,0,102,0,1,112,3,20,0,0,1758,30.84,0,0,Defender,0,208,0,0,,0,0,29,0,66,122,,1,0,23,7
Jamie Murphy,1,1,0,3,0,,0,0,1,0,0,1,0,Brighton and Hove Albion,2,2,,,6,7,0,1,,0,0,0,0,3,0,0,0,0,0,0,1,0,2,1,0,42,14,0,0,Midfielder,0,6,0,0,1,1,0,1,0,100,2,,0,0,0,0
Glenn Murray,,0,0,56,4,,6,14,15,0,0,32,0,Brighton and Hove Albion,,13,,,,,0,73,,0,11,0,0,0.2,5,1,5,20,0,3,10,0,21,36,0,555,9.91,0,2,Forward,0,,1,0,46,76,35,0,0,,24,,0,0,23,7
Ahmed Musa,,0,0,21,0,,2,1,4,0,0,2,0,Leicester City,,26,,,,,0,13,,0,2,0,0,0.1,0,1,1,2,0,0,10,0,13,1,0,214,10.19,0,0,Forward,0,,0,0,35,17,6,0,0,,13,,0,0,3,1
Charly Musonda,0,0,0,1,0,,0,0,0,0,0,0,0,Chelsea,0,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Shkodran Mustafi,64,67,111,29,2,,1,0,8,0,10,145,1,Arsenal,26,23,,,141,205,0,37,,0,2,31,0,0,2,0,0,92,0,2,67,1,6,3,0,1752,60.41,0,0,Defender,0,159,0,0,,0,0,14,0,77,64,,4,0,17,11
Jordon Mutch,87,155,88,78,7,,8,8,21,0,0,57,0,Reading,20,152,,,373,300,0,80,,0,7,0,0,0.09,2,3,2,36,0,0,56,0,41,16,0,1803,23.12,0,0,Midfielder,0,207,0,0,28,90,25,61,0,82,99,,13,0,20,11
Boaz Myhill,888,0,0,117,0,0,0,0,0,81,23,,0,West Bromwich Albion,,,,,,,5,3,1203,,0,202,0,0,0,0,0,0,159,0,0,0,55,0,0,2645,22.61,2,0,Goalkeeper,87,,0,393,,0,0,0,57,,0,,0,376,29,6
Clinton N'Jie,,0,0,8,1,,1,0,2,0,0,0,0,Marseille,,4,,,,,0,4,,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,72,9,0,0,Forward,0,,0,0,33,6,2,0,0,,7,,0,0,3,0
Luciano Narsingh,1,15,3,15,3,,1,0,1,0,0,1,0,Swansea City,14,28,,,46,30,0,4,,0,0,0,0,15,0,0,0,0,0,0,3,0,9,1,0,132,8.8,0,0,Midfielder,0,17,0,0,33,3,1,12,0,20,5,,0,0,5,0
Samir Nasri,301,117,14,215,38,,45,24,135,0,0,55,0,Sevilla,26,971,,,986,658,1,118,,0,36,0,1,0.17,0,8,28,5,0,12,182,0,38,44,0,10367,48.22,0,1,Midfielder,0,760,1,0,34,346,117,294,0,79,224,,175,0,130,26
Kyle Naughton,343,141,205,147,7,,10,0,24,0,28,493,3,Swansea City,22,304,,,561,712,2,117,,0,1,184,0,0,0,0,1,191,0,2,233,1,53,0,1,6321,43,0,0,Defender,0,601,3,0,,0,0,69,0,73,355,,5,0,61,22
Reiss Nelson,,0,0,0,0,,0,0,0,0,0,0,0,Arsenal,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Julien Ngoy,,0,0,5,0,,0,0,2,0,0,0,0,Stoke City,,3,,,,,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,11,2.2,0,0,Forward,0,,0,0,2,2,0,0,0,,2,,0,0,1,0
Oumar Niasse,,0,0,22,1,,2,3,6,0,0,13,0,Hull City,,16,,,,,0,19,,0,4,0,0,0.18,0,0,4,11,0,0,4,0,11,11,0,278,12.64,0,0,Forward,0,,1,0,32,28,9,0,0,,14,,0,0,8,3
Georges-Kévin Nkoudou,1,0,0,8,0,,0,0,0,0,0,3,0,Tottenham Hotspur,14,7,,,9,10,0,2,,0,0,0,0,8,0,0,0,2,0,0,0,0,2,0,0,30,3.75,0,0,Midfielder,0,3,0,0,50,2,1,7,0,0,0,,0,0,5,0
Mark Noble,1134,99,66,292,27,,26,2,80,0,0,223,0,West Ham United,32,880,,,1180,1253,3,301,,0,33,0,2,0.11,0,1,32,54,0,7,481,0,121,23,0,13595,46.56,0,18,Midfielder,0,1742,4,0,33,285,94,185,0,73,706,,83,0,98,64
Nolito,,0,0,19,2,,2,3,10,0,0,4,0,Sevilla,,16,,,,,0,18,,0,4,0,0,0.21,1,1,2,2,0,0,7,0,2,4,0,391,20.58,0,0,Forward,0,,1,0,38,32,12,0,0,,14,,0,0,13,3
Kristoffer Nordfeldt,15,0,0,2,0,0,0,0,0,0,0,,0,Swansea City,,,,,,,1,0,21,,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,47,23.5,0,0,Goalkeeper,0,,0,8,,0,0,0,0,,0,,0,12,1,0
Oliver Norwood,0,0,0,0,0,,0,0,0,0,0,0,0,Fulham,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Aiden O'Neill,2,1,1,3,0,,0,0,1,0,0,1,0,Fleetwood Town,1,1,,,6,3,0,1,,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,51,17,0,0,Midfielder,0,5,0,0,1,1,0,0,0,50,2,,0,0,1,0
Dara O'Shea,0,0,0,0,0,,0,0,0,0,0,0,0,West Bromwich Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Pedro Obiang,107,46,56,50,2,,2,0,5,0,0,54,0,West Ham United,13,15,,,190,266,1,48,,0,2,0,0,0.04,0,1,1,29,0,2,72,0,13,0,0,1536,30.72,0,0,Midfielder,0,242,0,0,20,20,4,39,0,79,121,,7,0,21,9
Angelo Ogbonna,146,54,108,51,0,,0,0,4,0,13,277,0,West Ham United,40,5,,,112,212,2,35,,0,0,73,0,0,0,0,0,148,0,0,90,0,16,0,0,1899,37.24,0,0,Defender,0,216,0,0,,0,0,12,0,80,71,,0,0,21,8
Stefano Okaka,,0,0,31,0,,2,1,9,0,0,11,0,Watford,,7,,,,,0,53,,0,7,0,0,0.23,2,0,5,5,0,1,3,0,16,16,0,356,11.48,0,0,Forward,0,,0,0,42,43,18,0,0,,21,,0,0,10,6
Shinji Okazaki,,0,0,70,1,,3,10,20,0,0,12,0,Leicester City,,14,,,,,0,66,,0,10,0,0,0.14,2,3,5,9,0,3,27,0,19,14,0,1038,14.83,0,0,Forward,0,,0,0,30,80,24,0,0,,72,,0,0,34,3
Ola Aina,0,0,0,3,0,,0,0,0,0,0,1,0,Hull City,0,0,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5.33,0,0,Defender,0,2,0,0,,0,0,0,0,0,0,,0,0,3,0
Olufela Olomola,,0,0,0,0,,0,0,0,0,0,0,0,Yeovil Town,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Martin Olsson,177,180,206,166,6,,8,0,29,0,36,494,6,Swansea City,20,492,,,559,681,3,97,,0,6,240,0,0,0,6,0,178,0,5,199,3,82,15,1,4165,25.09,0,0,Defender,0,586,2,0,,0,0,85,0,78,205,,4,0,45,13
Josh Onomah,0,1,2,13,0,,0,0,1,0,0,2,0,Aston Villa,5,5,,,8,11,0,1,,0,0,0,0,13,0,0,0,0,0,0,1,0,2,1,0,63,4.85,0,0,Midfielder,0,4,0,0,50,4,2,2,0,100,6,,0,0,8,0
Henry Onyekuru,,0,0,0,0,,0,0,0,0,0,0,0,RSC Anderlecht,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Oriol Romeu,258,135,138,91,0,,4,1,23,0,0,125,0,Southampton,40,5,,,455,503,0,126,,0,2,0,0,0.02,0,0,2,48,0,0,181,0,26,2,0,4140,45.49,0,0,Midfielder,0,563,0,0,21,73,15,49,0,76,245,,5,0,40,23
David Ospina,232,0,0,24,0,0,0,0,0,9,10,,0,Arsenal,,,,,,,2,0,171,,0,20,0,0,0,0,0,0,42,0,0,0,3,0,0,636,26.5,0,0,Goalkeeper,11,,0,68,,0,0,0,19,,0,,0,58,15,0
Nicolás Otamendi,210,125,223,65,1,,2,0,13,0,22,419,4,Manchester City,20,5,,,264,470,0,66,,0,3,65,0,0,3,0,0,269,0,1,199,1,12,1,0,3898,59.97,0,0,Defender,0,390,0,0,,0,0,24,0,72,169,,5,0,37,20
Ovie Ejaria,0,0,0,2,0,,0,0,0,0,0,0,0,Liverpool,0,0,,,1,1,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,Midfielder,0,0,0,0,0,0,0,0,0,1,1,,0,0,2,0
Alex Oxlade-Chamberlain,158,75,51,134,14,,23,10,57,0,0,62,0,Liverpool,20,306,,,506,539,3,72,,0,9,0,0,0.07,0,1,8,21,0,6,91,0,35,9,0,3161,23.59,0,0,Midfielder,0,397,0,0,25,158,39,274,0,79,138,,36,0,70,6
Mesut Özil,177,56,21,120,42,,51,20,40,0,0,28,0,Arsenal,36,632,,,516,446,2,56,,0,23,0,1,0.19,3,16,4,10,0,6,57,0,22,58,0,7711,64.26,0,0,Midfielder,0,539,0,0,45,155,70,181,0,75,115,,98,0,72,7
Kasey Palmer,1,3,1,3,0,,0,0,1,0,0,1,0,Huddersfield Town,50,2,,,16,8,0,4,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,11.67,0,0,Midfielder,0,7,0,0,50,2,1,3,0,3,3,,1,0,2,2
Juan Carlos Paredes,18,3,2,17,0,,0,0,0,0,1,13,0,Olympiakos,24,29,,,43,35,0,10,,0,0,12,0,0,0,0,0,4,0,0,16,0,5,0,0,264,15.53,0,0,Defender,0,51,0,0,,0,0,9,0,73,15,,0,0,6,1
Mario Pasalic,0,0,0,0,0,,0,0,0,0,0,0,0,Spartak Moscow,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Patrick Roberts,1,0,0,3,0,,0,0,0,0,0,0,0,Celtic,0,0,,,3,4,0,1,,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,21,7,0,0,Midfielder,0,0,0,0,0,0,0,2,0,100,1,,0,0,0,1
Paulinho,0,0,0,0,0,,0,0,0,0,0,0,0,Liverpool,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Jack Payne,0,0,0,0,0,,0,0,0,0,0,0,0,Oxford United,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Pedro,,0,0,68,12,,10,7,35,0,0,16,0,Chelsea,,158,,,,,0,58,,0,16,0,0,0.24,2,10,4,5,0,3,44,0,13,16,0,1987,29.22,0,0,Forward,0,,0,0,29,124,36,0,0,,85,,0,0,41,9
Adalberto Peñaranda,,0,0,0,0,,0,0,0,0,0,0,0,Watford,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Matthew Pennington,15,4,8,7,0,,0,0,0,0,0,28,1,Leeds United,2,2,,,11,14,0,3,,0,1,13,0,0,0,0,1,11,0,0,12,1,3,0,0,242,34.57,0,0,Defender,0,36,0,0,,0,0,3,0,67,3,,0,0,3,1
Roberto Pereyra,23,6,2,15,2,,3,2,2,0,0,3,0,Watford,36,33,,,59,43,0,8,,0,2,0,0,0.13,0,1,1,1,0,1,9,0,7,2,0,435,29,0,0,Midfielder,0,84,1,0,40,10,4,13,0,75,8,,0,0,5,2
Jordan Pickford,401,0,0,36,0,0,0,0,0,17,5,,0,Everton,,,,,,,3,0,379,,0,66,0,0,0,0,0,0,52,0,0,0,24,0,0,1207,33.53,0,0,Goalkeeper,29,,0,163,,0,0,0,26,,0,,0,115,6,0
Jérémy Pied,1,4,0,4,0,,0,0,1,0,0,2,0,Southampton,8,13,,,7,8,0,1,,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,70,17.5,0,0,Defender,0,11,0,0,,0,0,2,0,67,3,,0,0,1,0
Erik Pieters,233,175,244,143,6,,10,0,10,0,34,473,1,Stoke City,17,361,,,668,899,3,231,,0,1,177,0,0,0,1,0,246,0,0,271,2,55,5,0,5284,36.95,0,0,Defender,0,659,0,0,,0,0,0,0,76,427,,2,0,48,28
Paul Pogba,185,60,91,37,6,,7,8,23,0,0,46,0,Manchester United,13,53,,,267,315,0,74,,0,7,0,0,0.19,2,1,4,33,0,7,41,0,3,4,0,2572,69.51,0,0,Midfielder,0,246,0,0,33,113,37,88,0,77,60,,34,0,22,8
Nick Pope,27,0,0,2,0,0,0,0,0,2,0,,0,Burnley,,,,,,,0,0,22,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,57,28.5,0,0,Goalkeeper,0,,0,11,,0,0,0,0,,0,,0,5,1,1
Sebastian Prödl,175,61,93,56,1,,1,0,5,0,11,292,1,Watford,25,4,,,153,182,2,70,,0,3,77,0,0,2,1,0,122,0,1,121,0,28,0,0,1630,29.11,0,0,Defender,0,177,1,0,,0,0,2,0,82,60,,0,0,15,15
Davy Pröpper,26,3,4,5,0,,0,0,4,0,0,10,0,Brighton and Hove Albion,0,0,,,19,19,0,6,,0,0,0,0,5,0,0,0,6,0,0,5,0,3,0,0,214,42.8,0,0,Midfielder,0,32,0,0,7,7,0,0,0,80,10,,0,0,1,0
Marc Pugh,33,51,35,50,4,,3,4,11,0,0,37,0,AFC Bournemouth,14,88,,,232,206,0,17,,0,5,0,0,0.1,0,0,5,17,0,1,31,0,24,2,0,1094,21.88,0,0,Midfielder,0,128,0,0,40,43,17,67,0,69,54,,4,0,17,2
Jason Puncheon,307,101,76,188,18,,22,15,105,0,0,125,0,Crystal Palace,28,776,,,1064,787,5,220,,0,24,0,3,0.13,0,19,5,38,0,8,175,0,86,21,0,6072,32.3,0,1,Midfielder,0,1122,1,0,32,336,109,248,0,77,337,,45,0,57,26
Collin Quaner,,0,0,4,1,,0,0,0,0,0,2,0,Huddersfield Town,,0,,,,,0,1,,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,25,6.25,0,0,Forward,0,,0,0,1,1,0,0,0,,0,,0,0,2,0
Domingos Quina,0,0,0,0,0,,0,0,0,0,0,0,0,West Ham United,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Ramadan Sobhi,4,11,5,20,1,,2,1,0,0,0,3,0,Stoke City,11,9,,,78,67,0,11,,0,0,0,0,20,0,1,0,2,0,1,8,0,11,3,0,318,15.9,0,0,Midfielder,0,64,0,0,25,4,1,27,0,80,25,,2,0,5,2
Sandro Ramírez,,0,0,4,0,,0,0,3,0,0,0,0,Everton,,3,,,,,0,1,,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,58,14.5,0,0,Forward,0,,0,0,14,7,1,0,0,,2,,0,0,1,0
Aaron Ramsdale,0,0,0,0,0,0,0,0,0,0,0,,0,AFC Bournemouth,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Aaron Ramsey,513,136,105,215,33,,38,31,110,0,0,118,0,Arsenal,17,242,,,1114,928,1,221,,0,30,0,0,0.14,1,3,26,44,0,8,234,0,44,15,0,11413,53.08,0,0,Midfielder,0,1093,0,0,32,381,121,206,0,75,413,,154,0,123,26
Darren Randolph,293,0,0,29,0,0,0,0,0,8,6,,0,Middlesbrough,,,,,,,5,0,248,,0,53,0,0,0,0,0,0,33,0,0,0,13,0,0,803,27.69,1,0,Goalkeeper,6,,0,79,,0,0,0,14,,0,,0,93,10,1
Angel Rangel,509,171,167,166,4,,14,0,21,0,36,531,2,Swansea City,21,334,,,586,699,1,157,,0,4,199,0,0,0,2,2,214,0,1,428,3,66,9,0,9217,55.52,0,0,Defender,0,785,1,0,,0,0,61,0,75,383,,18,0,59,26
Raphael,,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Marcus Rashford,,0,0,48,4,,5,8,21,0,0,16,0,Manchester United,,96,,,,,0,26,,0,12,0,0,0.25,2,1,9,4,0,2,14,0,8,17,0,828,17.25,0,0,Forward,0,,0,0,43,75,32,0,0,,25,,0,0,24,3
Nathan Redmond,120,66,22,111,8,,18,6,59,0,0,31,0,Southampton,23,346,,,547,466,0,88,,0,14,0,0,0.13,0,2,12,8,0,8,63,0,56,24,0,2979,26.84,0,0,Midfielder,0,421,1,0,34,219,74,198,0,73,128,,13,0,27,5
Harrison Reed,12,19,7,17,0,,0,0,1,0,0,12,0,Norwich City,4,4,,,59,54,0,8,,0,0,0,0,17,0,0,0,3,0,0,20,0,3,0,0,298,17.53,0,0,Midfielder,0,35,0,0,50,4,2,1,0,88,34,,0,0,9,0
Winston Reid,422,209,343,152,3,,3,0,13,0,37,1218,2,West Ham United,20,15,,,462,745,0,157,,0,6,214,0,0,4,1,1,625,0,2,331,5,64,4,2,4360,28.68,0,0,Defender,0,598,1,0,,0,0,16,0,79,232,,3,0,49,33
Jeff Reine-Adelaide,,0,0,0,0,,0,0,0,0,0,0,0,Arsenal,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Renato Sanches,3,3,0,2,0,,0,0,0,0,0,1,0,Swansea City,1,1,,,18,11,0,1,,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,65,32.5,0,0,Midfielder,0,10,0,0,1,1,0,6,0,100,1,,1,0,0,0
Declan Rice,5,5,4,5,0,,0,0,0,0,0,1,0,West Ham United,0,0,,,7,8,0,0,,0,0,0,0,5,0,0,0,1,0,0,5,0,3,0,0,74,14.8,0,0,Midfielder,0,9,0,0,0,0,0,0,0,75,4,,0,0,2,0
Richarlison,,0,0,5,0,,2,1,6,0,0,4,0,Watford,,4,,,,,0,3,,0,1,0,0,0.2,0,1,0,4,0,0,3,0,1,3,0,109,21.8,0,0,Forward,0,,0,0,13,15,2,0,0,,14,,0,0,2,0
Jairo Riedewald,8,0,2,2,0,,0,0,0,0,0,7,0,Crystal Palace,0,0,,,0,5,0,0,,0,0,3,0,0,0,0,0,3,0,0,1,0,2,0,0,59,29.5,0,0,Defender,0,3,0,0,,0,0,1,0,100,2,,0,0,0,0
Matt Ritchie,101,51,29,44,10,,9,2,37,0,0,38,0,Newcastle United,24,242,,,223,173,0,47,,0,4,0,0,0.09,1,3,0,9,0,1,55,0,21,4,0,1615,36.7,0,0,Midfielder,0,228,0,0,21,89,19,21,0,73,64,,4,0,13,8
Rob Hunt,0,0,0,0,0,,0,0,0,0,0,0,0,Oldham Athletic,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Roberto Firmino,,0,0,71,16,,22,15,53,0,0,27,0,Liverpool,,101,,,,,0,84,,0,23,0,0,0.32,5,6,12,20,0,4,42,0,15,35,0,2708,38.14,0,1,Forward,0,,0,0,43,175,75,0,0,,129,,0,0,36,6
Connor Roberts,0,0,0,0,0,,0,0,0,0,0,0,0,Middlesbrough,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Andrew Robertson,123,24,18,59,4,,4,0,5,0,7,128,3,Liverpool,17,215,,,173,189,1,30,,0,1,87,0,0,0,1,0,50,0,2,97,3,29,2,0,2043,34.63,0,0,Defender,0,305,0,0,,0,0,48,0,70,105,,1,0,12,12
Joel Robles,346,0,0,51,1,0,0,0,0,17,17,,0,Everton,,,,,,,4,2,439,,0,64,0,0,0,0,0,0,82,0,0,0,19,0,0,1354,26.55,0,0,Goalkeeper,26,,0,142,,0,0,0,25,,0,,0,191,20,4
Hal Robson-Kanu,,0,0,57,3,,2,4,13,0,0,24,0,West Bromwich Albion,,82,,,,,0,61,,0,11,0,0,0.19,2,7,2,15,0,1,25,0,29,7,0,504,8.84,0,1,Forward,0,,1,0,39,57,22,0,0,,17,,0,0,15,4
Jay Rodriguez,,0,0,109,10,,9,20,60,0,0,69,0,West Bromwich Albion,,95,,,,,0,97,,0,27,0,0,0.25,4,6,17,46,0,7,61,0,39,65,0,1729,15.86,0,0,Forward,0,,0,0,36,249,89,0,0,,96,,0,0,35,9
Marcos Rojo,211,103,133,59,1,,1,0,10,0,18,314,0,Manchester United,24,76,,,227,304,0,68,,0,1,43,0,0,0,1,0,174,0,0,117,0,7,2,0,2975,50.42,0,0,Defender,0,306,0,0,,0,0,21,0,72,125,,2,0,35,14
Sergio Romero,48,0,0,6,0,0,0,0,0,1,5,,0,Manchester United,,,,,,,0,0,31,,0,2,0,0,0,0,0,0,10,0,0,0,1,0,0,161,26.83,1,0,Goalkeeper,1,,0,17,,0,0,0,5,,0,,0,34,3,0
Salomón Rondón,,0,0,76,4,,6,15,45,0,0,86,0,West Bromwich Albion,,43,,,,,0,80,,0,17,0,0,0.22,9,1,6,56,0,3,22,0,31,55,0,1389,18.28,0,0,Forward,0,,1,0,28,169,48,0,0,,27,,0,0,22,4
Wayne Rooney,,0,0,465,101,,62,51,294,0,0,210,0,Everton,,1035,,,,,0,343,,0,200,0,7,0.43,20,21,117,93,0,28,192,0,94,174,0,13745,29.56,0,20,Forward,0,,3,0,38,"1,201",454,0,0,,279,,0,0,272,100
Danny Rose,268,118,145,135,13,,16,0,29,0,32,360,2,Tottenham Hotspur,17,424,,,618,886,2,182,,0,9,132,0,0,1,7,1,197,0,2,259,3,34,8,0,5215,38.63,0,0,Defender,0,703,2,0,,0,0,140,0,82,342,,4,0,66,33
Liam Rosenior,170,76,57,141,7,,4,0,8,0,17,365,5,Brighton and Hove Albion,24,271,,,329,408,0,58,,0,1,122,0,0,1,0,0,58,0,2,94,0,61,5,2,2997,21.26,0,0,Defender,0,197,1,0,,0,0,58,0,73,234,,2,0,45,17
Wayne Routledge,209,232,58,286,29,,25,13,47,0,0,114,0,Swansea City,22,756,,,1271,711,1,225,,0,16,0,0,0.06,1,2,13,27,0,1,138,0,130,70,0,5694,19.91,0,0,Midfielder,0,822,1,0,38,167,64,213,0,78,236,,41,0,84,12
